case_id,condition,component_id,matched_region_id,reported_component_id,identity_correct,best_view_bbox_iou,recall_at_0_5,mean_target_purity,blank_crop
step_px100,A0_controlled,C00,R00,C00,1,0.5069315125181044,1,1.0,0.0
step_px100,A0_controlled,C01,R01,C01,1,0.7231270358306199,1,0.4555823740792486,0.0
step_px100,A0_controlled,C02,R06,,0,0.0,0,0.0,0.0
step_px100,A0_controlled,C03,R03,C03,1,0.44367369589345124,0,0.760076161304465,0.0
step_px100,A0_controlled,C04,R04,C04,1,0.7599403578528828,1,0.4698339249519801,0.0
step_px100,A0_controlled,C05,R05,C05,1,0.6288566243194199,1,0.47932835521572287,0.0
step_px100,A0_controlled,C06,R02,C02,0,0.6079484425349089,1,0.28293557504690064,0.0
step_px100,A1_color_only,C00,R00,C00,1,0.8542604283082136,1,0.9756323441947026,0.0
step_px100,A1_color_only,C01,R02,C02,0,0.7927461139896368,1,0.9330150457495191,0.0
step_px100,A1_color_only,C02,R04,C04,0,0.5311312964492153,1,0.9099188328589959,0.0
step_px100,A1_color_only,C03,R05,C05,0,0.7775596072931272,1,0.9726447186091471,0.0
step_px100,A1_color_only,C04,R01,C01,0,0.0,0,0.0,0.0
step_px100,A1_color_only,C05,R06,C06,0,0.7646524307133125,1,0.45523449941707966,0.0
step_px100,A1_color_only,C06,R03,C03,0,0.5603850203038049,1,0.5580728064607472,0.0
step_px100,A2_color_legend,C00,R00,C00,1,0.26360203896002615,0,0.9842064714946072,0.0
step_px100,A2_color_legend,C01,R03,C05,0,0.34426518557700775,0,0.1310953810953811,0.0
step_px100,A2_color_legend,C02,R02,C06,0,0.2109683926770268,0,0.21851157570954757,0.0
step_px100,A2_color_legend,C03,R05,C03,1,0.32562911453731913,0,0.7509939127879655,0.0
step_px100,A2_color_legend,C04,R04,C02,0,0.1435478996675732,0,0.04873079208761355,0.0
step_px100,A2_color_legend,C05,R06,C04,0,0.26168377823408623,0,0.412532856784553,0.0
step_px100,A2_color_legend,C06,R01,C01,0,0.2900772025431426,0,0.11359122897890399,0.0
step_rx150,A0_controlled,C00,R00,C00,1,0.7707321251575484,1,0.6805663489944621,0.0
step_rx150,A0_controlled,C01,R02,C02,0,0.45385206040440307,0,0.8353099899598394,0.0
step_rx150,A0_controlled,C02,R01,C01,0,0.7467918985776132,1,0.28481022842209747,0.0
step_rx150,A0_controlled,C03,R03,C03,1,0.590059971048459,1,0.7270011018060049,0.0
step_rx150,A0_controlled,C04,R04,C04,1,0.2995858260469399,0,0.16666666666666666,0.0
step_rx150,A0_controlled,C05,R06,C06,0,0.5468497203346745,1,0.3114540997626668,0.0
step_rx150,A0_controlled,C06,R07,C07,0,0.7167842031029616,1,0.7248438840191769,0.0
step_rx150,A0_controlled,C07,R08,C08,0,0.4402067367670646,0,0.45144830037220784,0.0
step_rx150,A0_controlled,C08,R05,C05,0,0.0,0,0.0,0.0
step_rx150,A1_color_only,C00,R05,,0,0.2183368958432771,0,0.022756745074024712,0.0
step_rx150,A1_color_only,C01,R02,,0,0.203418345887661,0,0.19239208750900635,0.0
step_rx150,A1_color_only,C02,R01,,0,0.2122901912674958,0,0.40740324776092196,0.0
step_rx150,A1_color_only,C03,R04,,0,0.23513729672087455,0,0.8355928399003966,0.0
step_rx150,A1_color_only,C04,R00,,0,0.3811574525860242,0,0.05552788575017053,0.0
step_rx150,A1_color_only,C05,R06,,0,0.2331082012405239,0,0.5973915347025439,0.0
step_rx150,A1_color_only,C06,R07,,0,0.4312431243124311,0,0.7153598182408295,0.0
step_rx150,A1_color_only,C07,R08,,0,0.2992530917105425,0,0.5478548442145209,0.0
step_rx150,A1_color_only,C08,R03,,0,0.07888705292894839,0,0.030690656920625992,0.0
step_rx150,A2_color_legend,C00,R00,C00,1,0.7772146661839994,1,0.8840151407516315,0.0
step_rx150,A2_color_legend,C01,R01,C01,1,0.7758858225341195,1,0.6628156145303001,0.0
step_rx150,A2_color_legend,C02,R02,C02,1,0.6364652437265649,1,0.9422482576317014,0.0
step_rx150,A2_color_legend,C03,R03,C03,1,0.36874606175173297,0,0.9082368650785959,0.0
step_rx150,A2_color_legend,C04,R06,C04,1,0.3087681549220008,0,0.7573372217874507,0.0
step_rx150,A2_color_legend,C05,R07,C06,0,0.7920207116303752,1,0.7784763502003623,0.0
step_rx150,A2_color_legend,C06,R08,C06,1,0.4887293038100941,0,0.8199362082899578,0.0
step_rx150,A2_color_legend,C07,R10,C07,1,0.6599326599326606,1,0.7530599152230618,0.0
step_rx150,A2_color_legend,C08,R09,C08,1,0.7446808510638294,1,0.7486104350906463,0.0
step_vx300s,A0_controlled,C00,R02,C02,0,0.22219128497842128,0,0.8409939319691997,0.0
step_vx300s,A0_controlled,C01,R01,C01,1,0.3082380008947401,0,0.5595251864250389,0.0
step_vx300s,A0_controlled,C02,R04,C04,0,0.26020828012826,0,0.8243151192062786,0.0
step_vx300s,A0_controlled,C03,R06,C06,0,0.4801805268866109,0,0.5750685721616867,0.0
step_vx300s,A0_controlled,C04,R07,C07,0,0.6158561267564909,1,0.6100834658490832,0.0
step_vx300s,A0_controlled,C05,R08,C08,0,0.36295133437990607,0,0.33354403546236844,0.0
step_vx300s,A0_controlled,C06,R05,C05,0,0.49580213297027387,0,0.10870441947928974,0.0
step_vx300s,A0_controlled,C07,R00,C00,0,0.0,0,0.0,0.0
step_vx300s,A0_controlled,C08,R13,C13,0,0.44579226686884016,0,0.6515565679574791,0.0
step_vx300s,A0_controlled,C09,R03,C03,0,0.0,0,0.0,0.0
step_vx300s,A0_controlled,C10,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C11,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C12,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C13,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C14,R09,C09,0,0.3421368547418963,0,0.23218803623206172,0.0
step_vx300s,A0_controlled,C15,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C16,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C17,R14,C14,0,0.5024995690398212,1,0.17093635701146753,0.0
step_vx300s,A0_controlled,C18,R11,C11,0,0.640283842794757,1,0.21591428184232614,0.0
step_vx300s,A0_controlled,C19,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C20,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C21,R10,C10,0,0.3999999999999982,0,0.2015622469792102,0.0
step_vx300s,A0_controlled,C22,,,0,0.0,0,0.0,1.0
step_vx300s,A0_controlled,C23,R12,C12,0,0.35665183987060356,0,0.9158787992559346,0.0
step_vx300s,A1_color_only,C00,R01,,0,0.30064493329799424,0,0.7470967770304585,0.0
step_vx300s,A1_color_only,C01,R02,,0,0.19029126213592257,0,0.5952827355586656,0.0
step_vx300s,A1_color_only,C02,R04,,0,0.19820288347635184,0,0.9653769109119663,0.0
step_vx300s,A1_color_only,C03,R12,,0,0.4547803617571059,0,0.7581833530680699,0.0
step_vx300s,A1_color_only,C04,R05,,0,0.33364529714553137,0,0.13431349328449715,0.0
step_vx300s,A1_color_only,C05,R20,,0,0.6271315856452025,1,0.2627246495164865,0.0
step_vx300s,A1_color_only,C06,R21,,0,0.6488764044943837,1,0.4112908694828004,0.3333333333333333
step_vx300s,A1_color_only,C07,R15,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C08,R07,,0,0.42463235294117646,0,0.17133698159050437,0.0
step_vx300s,A1_color_only,C09,R00,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C10,R03,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C11,R16,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C12,R17,,0,0.08737864077669927,0,0.017723802364588447,0.0
step_vx300s,A1_color_only,C13,R13,,0,0.14105419450631035,0,0.09184083567174717,0.0
step_vx300s,A1_color_only,C14,R22,,0,0.60289703771369,1,0.17592376052385406,0.0
step_vx300s,A1_color_only,C15,R14,,0,0.0,0,0.0,0.0
step_vx300s,A1_color_only,C16,R08,,0,0.6243115656963006,1,0.24899453851836428,0.0
step_vx300s,A1_color_only,C17,R06,,0,0.7080640629390277,1,0.30848070043210324,0.0
step_vx300s,A1_color_only,C18,R18,,0,0.5293284550926469,1,0.408303251632936,0.0
step_vx300s,A1_color_only,C19,R19,,0,0.050181300181300466,0,0.16061980347694635,0.0
step_vx300s,A1_color_only,C20,R23,,0,0.2753342375508613,0,0.061214929214929215,0.0
step_vx300s,A1_color_only,C21,R10,,0,0.24691358024691323,0,0.17373351440661974,0.0
step_vx300s,A1_color_only,C22,R11,,0,0.6670780200191977,1,0.9579835383788841,0.0
step_vx300s,A1_color_only,C23,R09,,0,0.3284313725490204,0,0.42211088494346316,0.0
step_vx300s,A2_color_legend,C00,R00,C00,1,0.7599003046247578,1,0.9992038352151774,0.0
step_vx300s,A2_color_legend,C01,R03,C13,0,0.5429362880886431,1,0.9286141841394625,0.0
step_vx300s,A2_color_legend,C02,R04,C01,0,0.4247204645921824,0,0.9567795419418295,0.0
step_vx300s,A2_color_legend,C03,R08,C23,0,0.35852372583479797,0,0.617265689345813,0.0
step_vx300s,A2_color_legend,C04,R10,C11,0,0.42041503888749543,0,0.7159788125878166,0.0
step_vx300s,A2_color_legend,C05,R12,C05,1,0.5519270373639311,1,0.7206562394421291,0.0
step_vx300s,A2_color_legend,C06,R14,C03,0,0.6051565377532222,1,0.16435166202878557,0.0
step_vx300s,A2_color_legend,C07,R09,C02,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C08,R17,C08,1,0.7670120630992894,1,0.6662448430828198,0.0
step_vx300s,A2_color_legend,C09,R01,C00,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C10,R06,C01,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C11,R05,C01,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C12,R02,C00,0,0.0,0,0.0,0.0
step_vx300s,A2_color_legend,C13,R23,C19,0,0.2700617283950621,0,0.2667480313027412,0.0
step_vx300s,A2_color_legend,C14,R20,C06,0,0.60289703771369,1,0.7491767450738109,0.0
step_vx300s,A2_color_legend,C15,R11,C04,0,0.16897959183673508,0,0.06958989782472474,0.0
step_vx300s,A2_color_legend,C16,R19,C21,0,0.43172616856827395,0,0.1734131087725578,0.0
step_vx300s,A2_color_legend,C17,R16,C15,0,0.6945397815912617,1,0.7809474977417659,0.0
step_vx300s,A2_color_legend,C18,R13,C18,1,0.8351627906976765,1,0.6607879394325548,0.0
step_vx300s,A2_color_legend,C19,R07,C02,0,0.11735982488634487,0,0.07655555641545927,0.0
step_vx300s,A2_color_legend,C20,R22,C13,0,0.181818181818182,0,0.0855621301775148,0.0
step_vx300s,A2_color_legend,C21,R21,C14,0,0.3001215066828681,0,0.3767613573379287,0.0
step_vx300s,A2_color_legend,C22,R15,C22,1,0.5922489082969428,1,0.7365785460522314,0.0
step_vx300s,A2_color_legend,C23,R18,C10,0,0.5610620928506652,1,0.7069482010722706,0.0
step_wx200,A0_controlled,C00,R00,,0,0.4551201011378007,0,0.7781279670001192,0.0
step_wx200,A0_controlled,C01,R03,,0,0.4951826125924271,0,0.09064999847917998,0.0
step_wx200,A0_controlled,C02,R04,,0,0.35029190992493753,0,0.6142286767858915,0.0
step_wx200,A0_controlled,C03,R06,,0,0.4201923076923081,0,0.254978819540627,0.0
step_wx200,A0_controlled,C04,R07,,0,0.6645919457475971,1,0.4311109189031983,0.3333333333333333
step_wx200,A0_controlled,C05,R01,,0,0.0,0,0.0,0.4
step_wx200,A0_controlled,C06,R05,,0,0.0,0,0.0,0.0
step_wx200,A0_controlled,C07,R02,,0,0.3618572879165517,0,0.8166606850392618,0.0
step_wx200,A1_color_only,C00,R00,,0,0.7097701149425292,1,0.8802510983311765,0.0
step_wx200,A1_color_only,C01,R01,,0,0.7082835999045127,1,0.6552662755877621,0.0
step_wx200,A1_color_only,C02,R06,,0,0.5051305970149252,1,0.2008859753201757,0.0
step_wx200,A1_color_only,C03,R05,,0,0.6938053097345126,1,0.9516143849066768,0.0
step_wx200,A1_color_only,C04,R04,,0,0.5916519788495441,1,0.31721037576212,0.0
step_wx200,A1_color_only,C05,R07,,0,0.4922761153721509,0,0.4402246038048642,0.0
step_wx200,A1_color_only,C06,R03,,0,0.005814603600581526,0,0.0007337526205450734,0.0
step_wx200,A1_color_only,C07,R02,,0,0.795868049651419,1,0.8362730456230775,0.0
step_wx200,A2_color_legend,C00,R00,C00,1,0.34152743351627224,0,0.7792369203355517,0.0
step_wx200,A2_color_legend,C01,R02,C07,0,0.3488350591715979,0,0.17355329612775505,0.0
step_wx200,A2_color_legend,C02,R03,C02,1,0.3392339233923392,0,0.5222905258231713,0.0
step_wx200,A2_color_legend,C03,R04,C03,1,0.4361170592433978,0,0.6994545236879787,0.0
step_wx200,A2_color_legend,C04,R05,C04,1,0.5374370453273644,1,0.8179722874478133,0.0
step_wx200,A2_color_legend,C05,R07,C06,0,0.263699449629098,0,0.496119794324573,0.0
step_wx200,A2_color_legend,C06,R06,C05,0,0.36774954433365514,0,0.5396969964530999,0.0
step_wx200,A2_color_legend,C07,R01,C01,0,0.28717605431768134,0,0.6202367538322053,0.0
step_wx250s,A0_controlled,C00,R00,,0,0.512952833109713,1,0.9266489399318795,0.0
step_wx250s,A0_controlled,C01,R01,,0,0.6575703477004153,1,0.5639226289783242,0.0
step_wx250s,A0_controlled,C02,R04,,0,0.6950123059922648,1,0.8635194248598065,0.0
step_wx250s,A0_controlled,C03,R03,,0,0.7212246099499567,1,0.26242649124754186,0.0
step_wx250s,A0_controlled,C04,R02,,0,0.48738875824226546,0,0.13354513279268734,0.0
step_wx250s,A0_controlled,C05,R07,,0,0.5585085795381245,1,0.5880292083477183,0.0
step_wx250s,A0_controlled,C06,R08,,0,0.8555232960044231,1,0.7065414373980863,0.0
step_wx250s,A0_controlled,C07,R06,,0,0.0,0,0.0,0.0
step_wx250s,A0_controlled,C08,R05,,0,0.0,0,0.0,0.0
step_wx250s,A0_controlled,C09,R09,,0,0.616437337300112,1,0.19185096101958463,0.0
step_wx250s,A1_color_only,C00,R00,C00,1,0.8287064195456056,1,0.9736475911250237,0.0
step_wx250s,A1_color_only,C01,R01,C01,1,0.9297698429769841,1,0.8132920622668581,0.0
step_wx250s,A1_color_only,C02,R02,C02,1,0.3380078442980835,0,0.9396107286012849,0.0
step_wx250s,A1_color_only,C03,R04,C04,0,0.677319359362315,1,0.9075096483704974,0.0
step_wx250s,A1_color_only,C04,R05,C05,0,0.8110344827586207,1,0.7698235923515666,0.0
step_wx250s,A1_color_only,C05,R06,C06,0,0.8128523111612183,1,0.7296299094928369,0.0
step_wx250s,A1_color_only,C06,R03,C03,0,0.4905038293780266,0,0.1642193374476839,0.0
step_wx250s,A1_color_only,C07,R08,C08,0,0.7626459143968878,1,0.7990784867095726,0.0
step_wx250s,A1_color_only,C08,R09,C09,0,0.6720000000000005,1,0.7261389873619517,0.0
