case_id,condition,component_id,matched_region_id,reported_component_id,identity_correct,best_view_bbox_iou,recall_at_0_5,mean_target_purity,blank_crop
step_px100,A0_controlled,C00,R00,C00,1,0.36676580582467144,0,0.7943173499747961,0.0
step_px100,A0_controlled,C01,R04,C04,0,0.0,0,0.0,0.0
step_px100,A0_controlled,C02,R02,C02,1,0.28683687509555106,0,0.46547915782580107,0.0
step_px100,A0_controlled,C03,R03,C03,1,0.5068161784301266,1,0.6110775036741879,0.0
step_px100,A0_controlled,C04,R06,C06,0,0.20368818105616074,0,0.29299431967739853,0.0
step_px100,A0_controlled,C05,R05,C05,1,0.256189948263119,0,0.3100334466116605,0.0
step_px100,A0_controlled,C06,R01,C01,0,0.4285681967287296,0,0.5047912381993284,0.0
step_px100,A1_color_only,C00,R02,,0,0.14957685494981302,0,0.14777249967903452,0.0
step_px100,A1_color_only,C01,R04,,0,0.0,0,0.0,0.0
step_px100,A1_color_only,C02,R00,,0,0.350838797196473,0,0.04708940470088599,0.0
step_px100,A1_color_only,C03,R03,,0,0.40042507970244434,0,0.42218259088424853,0.0
step_px100,A1_color_only,C04,R05,,0,0.09000782676754487,0,0.20061749571183532,0.0
step_px100,A1_color_only,C05,R06,,0,0.38889955828692135,0,0.28904874167697414,0.0
step_px100,A1_color_only,C06,R01,,0,0.32535647861128386,0,0.3848482140027119,0.0
step_px100,A2_color_legend,C00,R00,C00,1,0.8758409785932724,1,0.9867537499009136,0.0
step_px100,A2_color_legend,C01,R01,C01,1,0.9023437500000004,1,0.9242381676105063,0.0
step_px100,A2_color_legend,C02,R02,C02,1,0.6335275968460745,1,0.944950683791395,0.0
step_px100,A2_color_legend,C03,R03,C03,1,0.8536372825821742,1,0.9598751641886487,0.0
step_px100,A2_color_legend,C04,R04,C04,1,0.6634304207119754,1,0.7343807710778943,0.0
step_px100,A2_color_legend,C05,R06,C06,0,0.6416480357713199,1,0.6657440851571476,0.0
step_px100,A2_color_legend,C06,R05,C05,0,0.6806253489670571,1,0.7704254613176017,0.0
step_rx150,A0_controlled,C00,R01,C01,0,0.8543771043771038,1,0.7598716684333159,0.0
step_rx150,A0_controlled,C01,R00,C00,0,0.29153651643611517,0,0.6148593021243238,0.0
step_rx150,A0_controlled,C02,R05,C05,0,0.0,0,0.0,0.0
step_rx150,A0_controlled,C03,R07,C07,0,0.5684993466680067,1,0.42076973800756207,0.0
step_rx150,A0_controlled,C04,R03,C03,0,0.43608414239482257,0,0.36618418359384225,0.0
step_rx150,A0_controlled,C05,R02,C02,0,0.4806929055730114,0,0.06990935613906149,0.0
step_rx150,A0_controlled,C06,R06,C06,1,0.5661876218675527,1,0.311208772649606,0.0
step_rx150,A0_controlled,C07,R08,C08,0,0.41177673277448407,0,0.43121566269558304,0.0
